tanggal,kategori,nama_produk,kuantitas,hpp,pemasukan,pengeluaran,jenis_pengeluaran,jumlah_pelanggan,catatan
2026-03-05,Penjualan B2C,Seblak Kering Original,2,8500,32000,0,,1,Beli Langsung
2026-03-05,Penjualan B2C,Stik Keju Premium,15,13000,360000,0,,1,Beli Langsung
2026-03-05,Penjualan B2C,Keripik Kaca Original,9,10000,162000,0,,3,Sales E-Commerce
2026-03-05,E-Commerce,Seblak Kering Original,2,8500,32000,0,,1,Sales E-Commerce
2026-03-07,E-Commerce,Sus Kering Cokelat Lumer,4,15000,100000,0,,1,Beli Langsung
2026-03-07,Penjualan B2C,Basreng Original Gurih,4,12000,80000,0,,2,Beli Langsung
2026-03-07,Pesanan Grosir,Emping Pedas Manis,6,18000,180000,0,,3,Beli Langsung
2026-03-07,E-Commerce,Peyek Kacang Mini,4,8000,60000,0,,3,Beli Langsung
2026-03-07,Penjualan B2C,Emping Pedas Manis,10,18000,300000,0,,2,Beli Langsung
2026-03-09,Penjualan B2C,Emping Pedas Manis,9,18000,270000,0,,2,Sales E-Commerce
2026-03-09,E-Commerce,Makaroni Bantet Balado,5,6000,60000,0,,1,Sales E-Commerce
2026-03-09,E-Commerce,Seblak Kering Pedas,12,8500,192000,0,,1,Sales E-Commerce
2026-03-09,Pesanan Grosir,Keripik Singkong Balado,12,8000,180000,0,,2,Beli Langsung
2026-03-09,Pesanan Grosir,Pilus Cikur Pedas,3,7000,42000,0,,3,Beli Langsung
2026-03-09,Penjualan B2C,Pilus Cikur Pedas,6,7000,84000,0,,3,Sales E-Commerce
2026-03-10,E-Commerce,Keripik Kaca Original,10,10000,180000,0,,3,Sales E-Commerce
2026-03-10,E-Commerce,Basreng Original Gurih,10,12000,200000,0,,1,Beli Langsung
2026-03-10,E-Commerce,Seblak Kering Pedas,15,8500,240000,0,,1,Beli Langsung
2026-03-10,Listrik & Air,,0,0,0,118688,operasional,0,Bayar Listrik & Air
2026-03-11,Penjualan B2C,Sus Kering Cokelat Lumer,6,15000,150000,0,,1,Sales E-Commerce
2026-03-11,Penjualan B2C,Seblak Kering Original,1,8500,16000,0,,1,Beli Langsung
2026-03-11,E-Commerce,Basreng Pedas Daun Jeruk,6,12000,120000,0,,3,Sales E-Commerce
2026-03-11,Penjualan B2C,Seblak Kering Original,2,8500,32000,0,,2,Beli Langsung
2026-03-11,E-Commerce,Usus Crispy Balado,12,14000,264000,0,,2,Beli Langsung
2026-03-11,Biaya Iklan,,0,0,0,61882,operasional,0,Bayar Biaya Iklan
2026-03-12,E-Commerce,Basreng Original Gurih,10,12000,200000,0,,3,Sales E-Commerce
2026-03-12,E-Commerce,Keripik Kaca Pedas Nampol,2,10000,36000,0,,3,Beli Langsung
2026-03-12,E-Commerce,Emping Pedas Manis,2,18000,60000,0,,2,Beli Langsung
2026-03-13,E-Commerce,Stik Keju Premium,4,13000,96000,0,,3,Beli Langsung
2026-03-13,Pesanan Grosir,Keripik Singkong Balado,15,8000,225000,0,,1,Sales E-Commerce
2026-03-13,E-Commerce,Pilus Cikur Pedas,4,7000,56000,0,,2,Beli Langsung
2026-03-13,E-Commerce,Makaroni Keju Premium,6,7500,90000,0,,3,Beli Langsung
2026-03-13,Pesanan Grosir,Keripik Kaca Original,4,10000,72000,0,,2,Sales E-Commerce
2026-03-13,Pesanan Grosir,Emping Pedas Manis,4,18000,120000,0,,3,Sales E-Commerce
2026-03-14,Pesanan Grosir,Usus Crispy Balado,4,14000,88000,0,,3,Sales E-Commerce
2026-03-14,Pesanan Grosir,Keripik Kaca Pedas Nampol,2,10000,36000,0,,2,Sales E-Commerce
2026-03-14,Penjualan B2C,Seblak Kering Original,12,8500,192000,0,,3,Sales E-Commerce
2026-03-14,Pesanan Grosir,Makaroni Keju Premium,4,7500,60000,0,,3,Sales E-Commerce
2026-03-14,E-Commerce,Usus Crispy Balado,1,14000,22000,0,,3,Sales E-Commerce
2026-03-14,E-Commerce,Keripik Singkong Original,2,8000,30000,0,,2,Beli Langsung
2026-03-14,E-Commerce,Makaroni Keju Premium,2,7500,30000,0,,1,Beli Langsung
2026-03-15,Penjualan B2C,Stik Keju Premium,3,13000,72000,0,,1,Sales E-Commerce
2026-03-15,E-Commerce,Pilus Cikur Pedas,6,7000,84000,0,,1,Sales E-Commerce
2026-03-16,Pesanan Grosir,Keripik Kaca Pedas Nampol,6,10000,108000,0,,3,Sales E-Commerce
2026-03-16,E-Commerce,Seblak Kering Original,1,8500,16000,0,,2,Sales E-Commerce
2026-03-16,E-Commerce,Peyek Kacang Mini,2,8000,30000,0,,1,Beli Langsung
2026-03-16,Penjualan B2C,Stik Keju Premium,2,13000,48000,0,,1,Sales E-Commerce
2026-03-17,E-Commerce,Usus Crispy Balado,5,14000,110000,0,,1,Beli Langsung
2026-03-17,E-Commerce,Emping Pedas Manis,1,18000,30000,0,,2,Beli Langsung
2026-03-17,E-Commerce,Keripik Singkong Original,2,8000,30000,0,,3,Sales E-Commerce
2026-03-17,E-Commerce,Keripik Singkong Balado,1,8000,15000,0,,2,Sales E-Commerce
2026-03-17,E-Commerce,Keripik Singkong Original,12,8000,180000,0,,2,Sales E-Commerce
2026-03-17,Penjualan B2C,Keripik Kaca Original,12,10000,216000,0,,2,Sales E-Commerce
2026-03-17,Pesanan Grosir,Mie Lidi Pedas Level 5,9,5000,90000,0,,2,Beli Langsung
2026-03-17,Pesanan Grosir,Makaroni Keju Premium,5,7500,75000,0,,1,Sales E-Commerce
2026-03-18,Pesanan Grosir,Makaroni Keju Premium,12,7500,180000,0,,1,Beli Langsung
2026-03-18,Penjualan B2C,Emping Pedas Manis,15,18000,450000,0,,2,Beli Langsung
2026-03-18,Pesanan Grosir,Seblak Kering Pedas,3,8500,48000,0,,2,Beli Langsung
2026-03-18,Penjualan B2C,Sus Kering Cokelat Lumer,8,15000,200000,0,,1,Beli Langsung
2026-03-18,Penjualan B2C,Emping Pedas Manis,12,18000,360000,0,,2,Sales E-Commerce
2026-03-18,Penjualan B2C,Basreng Pedas Daun Jeruk,2,12000,40000,0,,3,Beli Langsung
2026-03-19,Penjualan B2C,Seblak Kering Original,1,8500,16000,0,,1,Beli Langsung
2026-03-19,Penjualan B2C,Kacang Umpet Karamel,2,11000,40000,0,,3,Beli Langsung
2026-03-19,Pesanan Grosir,Mie Lidi Jagung Bakar,1,5000,10000,0,,3,Sales E-Commerce
2026-03-20,Penjualan B2C,Pilus Cikur Pedas,6,7000,84000,0,,3,Sales E-Commerce
2026-03-20,Pesanan Grosir,Usus Crispy Original,12,14000,264000,0,,1,Sales E-Commerce
2026-03-20,Pesanan Grosir,Makaroni Bantet Balado,3,6000,36000,0,,3,Beli Langsung
2026-03-20,Penjualan B2C,Kacang Umpet Karamel,4,11000,80000,0,,3,Beli Langsung
2026-03-20,Penjualan B2C,Keripik Singkong Balado,6,8000,90000,0,,3,Beli Langsung
2026-03-20,Penjualan B2C,Seblak Kering Pedas,5,8500,80000,0,,3,Sales E-Commerce
2026-03-20,E-Commerce,Keripik Singkong Balado,3,8000,45000,0,,1,Beli Langsung
2026-03-20,Biaya Iklan,,0,0,0,130224,operasional,0,Bayar Biaya Iklan
2026-03-21,Pesanan Grosir,Seblak Kering Pedas,3,8500,48000,0,,2,Beli Langsung
2026-03-21,Pesanan Grosir,Mie Lidi Pedas Level 5,6,5000,60000,0,,3,Sales E-Commerce
2026-03-21,Pesanan Grosir,Sus Kering Cokelat Lumer,3,15000,75000,0,,3,Beli Langsung
2026-03-21,Penjualan B2C,Peyek Kacang Mini,6,8000,90000,0,,1,Beli Langsung
2026-03-22,E-Commerce,Keripik Kaca Original,5,10000,90000,0,,2,Beli Langsung
2026-03-22,Penjualan B2C,Peyek Kacang Mini,4,8000,60000,0,,1,Sales E-Commerce
2026-03-22,Pesanan Grosir,Mie Lidi Pedas Level 5,4,5000,40000,0,,2,Beli Langsung
2026-03-22,Penjualan B2C,Sus Kering Cokelat Lumer,9,15000,225000,0,,3,Beli Langsung
2026-03-22,E-Commerce,Pilus Cikur Pedas,6,7000,84000,0,,3,Beli Langsung
2026-03-22,Pesanan Grosir,Pilus Cikur Pedas,10,7000,140000,0,,1,Sales E-Commerce
2026-03-22,Penjualan B2C,Makaroni Keju Premium,8,7500,120000,0,,3,Beli Langsung
2026-03-22,Gaji Pegawai,,0,0,0,53237,operasional,0,Bayar Gaji Pegawai
2026-03-23,Penjualan B2C,Seblak Kering Original,5,8500,80000,0,,3,Sales E-Commerce
2026-03-23,Pesanan Grosir,Kacang Umpet Karamel,2,11000,40000,0,,3,Sales E-Commerce
2026-03-23,Pesanan Grosir,Emping Pedas Manis,10,18000,300000,0,,1,Sales E-Commerce
2026-03-23,Pesanan Grosir,Keripik Kaca Pedas Nampol,10,10000,180000,0,,3,Beli Langsung
2026-03-23,Pesanan Grosir,Keripik Kaca Original,2,10000,36000,0,,3,Beli Langsung
2026-03-23,E-Commerce,Mie Lidi Jagung Bakar,12,5000,120000,0,,1,Sales E-Commerce
2026-03-23,E-Commerce,Stik Keju Premium,3,13000,72000,0,,3,Beli Langsung
2026-03-24,Penjualan B2C,Keripik Singkong Balado,10,8000,150000,0,,2,Beli Langsung
2026-03-24,Penjualan B2C,Peyek Kacang Mini,5,8000,75000,0,,2,Beli Langsung
2026-03-24,Pesanan Grosir,Emping Pedas Manis,3,18000,90000,0,,1,Beli Langsung
2026-03-24,E-Commerce,Keripik Kaca Original,1,10000,18000,0,,2,Beli Langsung
2026-03-24,Pesanan Grosir,Mie Lidi Pedas Level 5,3,5000,30000,0,,2,Beli Langsung
2026-03-24,Pesanan Grosir,Basreng Original Gurih,2,12000,40000,0,,2,Sales E-Commerce
2026-03-25,Pesanan Grosir,Keripik Kaca Original,10,10000,180000,0,,2,Beli Langsung
2026-03-25,E-Commerce,Keripik Singkong Original,15,8000,225000,0,,3,Beli Langsung
2026-03-25,Pesanan Grosir,Keripik Singkong Original,10,8000,150000,0,,1,Beli Langsung
2026-03-25,Pesanan Grosir,Usus Crispy Original,2,14000,44000,0,,1,Beli Langsung
2026-03-25,Pesanan Grosir,Seblak Kering Original,10,8500,160000,0,,3,Beli Langsung
2026-03-25,E-Commerce,Seblak Kering Pedas,4,8500,64000,0,,3,Beli Langsung
2026-03-25,Listrik & Air,,0,0,0,84233,operasional,0,Bayar Listrik & Air
2026-03-26,E-Commerce,Makaroni Bantet Balado,5,6000,60000,0,,1,Beli Langsung
2026-03-26,Penjualan B2C,Stik Keju Premium,9,13000,216000,0,,3,Beli Langsung
2026-03-26,E-Commerce,Keripik Singkong Original,10,8000,150000,0,,2,Sales E-Commerce
